ESTU_GENERO,EDAD,ESTU_COMOCAPACITOEXAMENSB11,FAMI_EDUCACIONPADRE,FAMI_EDUCACIONMADRE,FAMI_ESTRATOVIVIENDA,FAMI_TIENECONSOLAVIDEOJUEGOS,MOD_RAZONA_CUANTITATIVO_PNAL,MOD_LECTURA_CRITICA_PNAL,MOD_COMPETEN_CIUDADA_PNAL,MOD_INGLES_PNAL,MOD_COMUNI_ESCRITA_PNAL,PUNT_GLOBAL,GRUPO
1,22,0,8,8,4,1,89,81,75,90,92.0,185,1
1,21,0,4,8,4,1,96,100,83,87,36.0,188,1
0,25,1,2,0,3,0,40,22,12,20,82.0,135,0
0,27,1,1,4,1,0,55,63,29,47,75.0,153,2
1,21,0,8,3,3,0,77,84,83,95,100.0,193,1
1,20,1,8,0,2,1,65,55,62,95,72.0,170,1
0,34,1,2,5,2,0,33,31,72,25,84.0,149,2
1,27,1,2,1,3,0,69,56,78,80,33.0,162,1
1,26,2,2,2,2,1,5,11,11,31,1.0,107,0
1,33,1,2,1,2,0,52,34,50,57,17.0,144,2
0,24,1,7,5,4,0,83,83,70,66,86.0,175,1
0,23,1,2,0,1,0,45,41,45,44,26.0,142,2
1,24,2,8,8,4,0,82,94,95,100,95.0,213,1
1,20,2,4,4,2,0,74,71,34,41,29.0,150,2
0,23,2,5,4,3,0,26,11,26,61,22.0,132,0
0,20,1,8,4,2,1,53,98,82,88,91.0,183,1
0,24,1,5,8,2,0,54,23,37,21,11.0,130,0
1,22,1,2,4,2,1,86,66,69,4,17.0,148,2
1,23,1,4,5,2,0,81,86,36,87,40.0,166,1
0,20,2,7,0,3,0,64,57,72,64,59.0,159,2
1,25,0,8,3,4,0,63,21,35,79,42.0,148,2
0,21,1,5,4,3,0,27,56,46,25,83.0,148,2
1,23,2,8,8,5,0,85,71,70,87,62.0,172,1
0,21,1,8,3,4,0,64,98,81,91,78.0,183,1
1,22,0,8,8,5,0,90,64,36,84,17.0,160,2
0,21,1,8,3,4,1,87,90,100,97,72.0,194,1
0,27,2,1,1,2,0,63,79,76,79,27.0,164,1
1,24,2,11,5,2,1,89,99,94,76,67.0,187,1
0,21,1,8,4,3,0,21,28,12,69,65.0,138,0
1,22,1,0,1,2,0,50,77,62,8,75.0,153,2
1,21,2,8,4,2,0,18,36,22,70,86.0,147,2
0,24,1,2,2,2,0,67,10,17,29,59.0,134,0
0,34,1,2,2,5,1,83,57,93,86,90.0,181,1
1,26,1,0,4,2,0,81,65,71,71,37.0,163,1
0,20,2,8,5,4,0,13,84,46,25,69.0,147,2
0,23,2,4,1,2,0,53,42,41,78,8.0,144,2
0,22,2,3,3,4,1,90,79,85,98,7.0,172,1
0,35,0,2,2,2,0,6,1,18,17,29.0,111,0
1,21,1,0,5,1,0,66,74,98,73,91.0,180,1
0,26,1,2,2,1,0,3,9,23,11,10.0,109,0
1,32,1,5,0,2,1,63,86,96,35,70.0,169,1
0,19,1,8,8,2,0,99,94,89,100,95.0,218,1
1,22,1,0,0,3,1,30,79,87,55,32.0,156,2
1,29,1,2,0,1,0,64,55,35,38,59.0,149,2
0,19,2,10,10,2,1,6,5,1,64,1.0,87,0
1,30,2,1,2,2,0,87,37,42,35,50.0,150,2
0,28,1,2,0,2,0,9,9,11,11,59.0,117,0
0,21,1,8,3,4,1,29,49,62,83,98.0,166,1
0,23,2,8,10,3,1,92,90,55,76,73.0,176,1
0,24,1,1,5,3,0,65,96,87,93,84.0,185,1
0,23,1,3,8,6,1,12,39,17,93,83.0,150,2
1,21,1,2,0,2,0,71,84,82,83,80.0,177,1
1,21,1,3,8,3,0,30,43,68,87,92.0,165,1
1,22,0,3,3,3,0,82,83,91,92,21.0,175,1
0,21,0,5,5,2,0,60,33,20,54,51.0,142,2
0,22,1,7,5,3,0,66,87,74,63,64.0,168,1
0,20,1,0,8,1,0,2,32,14,18,80.0,126,0
1,19,1,8,8,4,0,77,80,70,91,83.0,179,1
1,27,0,1,0,2,0,35,53,23,20,18.0,133,0
0,26,1,5,4,1,0,62,43,52,24,26.0,143,2
1,21,1,1,10,1,0,89,38,76,76,71.0,169,1
0,25,1,1,1,2,0,13,2,6,30,48.0,113,0
0,22,1,4,8,5,1,20,70,41,81,55.0,152,2
0,29,2,2,6,2,0,49,16,61,12,1.0,125,0
0,27,1,4,2,2,0,35,37,73,73,59.0,153,2
0,27,1,2,0,3,0,51,83,79,71,81.0,170,1
0,22,2,0,1,2,0,96,97,98,89,89.0,199,1
1,21,1,3,3,3,0,96,87,78,87,68.0,184,1
1,51,2,2,2,1,0,14,1,8,7,1.0,98,0
1,32,1,3,5,3,0,44,44,16,22,46.0,135,0
0,32,1,2,2,2,0,60,55,43,48,84.0,157,2
0,24,1,4,1,2,0,23,46,40,22,26.0,135,0
0,21,2,5,5,3,0,53,53,73,59,21.0,152,2
0,20,1,4,8,2,0,75,58,42,15,92.0,157,2
1,20,1,3,3,4,0,98,99,87,93,100.0,224,1
0,25,0,7,7,1,0,38,59,26,23,5.0,130,0
0,30,1,0,4,3,1,47,57,62,6,32.0,141,2
0,27,1,10,4,3,0,26,11,13,5,8.0,112,0
0,29,1,4,0,1,0,85,58,49,39,82.0,162,2
1,26,1,7,4,3,0,20,4,12,72,15.0,122,0
0,23,0,3,5,4,1,1,25,31,2,12.0,110,0
1,21,1,4,4,2,0,39,26,49,16,72.0,142,2
1,21,1,8,3,6,1,97,93,99,100,96.0,222,1
1,49,2,2,1,3,0,26,74,37,16,3.0,130,0
1,44,1,2,2,2,0,63,86,55,48,69.0,162,2
0,29,2,2,4,1,0,28,16,2,34,22.0,119,0
0,28,1,1,0,2,0,30,32,34,7,11.0,124,0
0,21,0,1,5,2,0,11,18,7,21,99.0,133,0
0,29,1,10,5,3,1,67,53,44,31,92.0,157,2
0,20,1,8,4,3,0,58,82,64,27,1.0,127,2
0,22,0,4,5,1,0,6,4,26,15,79.0,124,0
0,29,1,2,2,2,0,2,21,28,26,33.0,122,0
0,30,2,5,8,3,0,6,30,4,41,2.0,110,0
1,20,2,8,8,3,0,96,93,36,78,39.0,171,1
1,21,1,2,2,3,0,5,22,9,2,76.0,118,0
0,21,1,5,4,1,1,6,22,4,32,14.0,112,0
0,22,0,1,5,3,1,43,75,21,62,43.0,148,2
0,22,2,2,10,1,0,35,51,55,67,21.0,147,2
1,25,1,2,0,2,0,82,91,78,80,41.0,172,1
0,20,0,8,5,3,1,91,51,84,87,75.0,177,1
0,24,2,3,7,3,0,75,72,45,75,30.0,159,2
1,22,1,4,4,2,0,45,48,63,36,47.0,147,2
1,23,2,4,5,4,0,95,98,82,97,20.0,185,1
0,20,1,3,8,4,0,88,61,43,26,79.0,160,2
1,47,1,8,2,3,0,70,9,46,29,12.0,133,0
1,26,1,2,2,2,0,99,49,69,46,62.0,166,2
0,18,1,0,0,2,0,71,93,86,76,67.0,176,1
1,23,1,4,5,2,0,55,46,30,26,52.0,142,2
0,26,1,0,5,3,0,34,80,36,17,7.0,135,0
0,26,1,2,2,2,0,8,29,10,5,7.0,109,0
1,29,1,5,1,3,1,63,33,43,70,74.0,156,2
1,20,0,3,8,5,1,46,20,27,77,18.0,140,2
0,21,0,1,1,1,0,11,6,12,44,1.0,94,0
0,21,1,4,4,2,0,35,41,47,46,95.0,154,2
0,19,1,8,5,2,0,29,68,76,72,63.0,159,2
0,19,1,5,4,1,0,43,78,83,26,74.0,159,2
1,21,1,0,5,2,0,72,27,2,33,58.0,132,2
0,26,1,1,4,1,0,69,43,46,64,42.0,152,2
0,23,1,0,0,3,0,51,63,43,31,66.0,151,2
0,31,1,0,2,2,0,92,92,89,67,88.0,185,1
0,23,2,4,4,3,1,73,8,7,12,61.0,129,0
0,24,1,1,1,3,0,25,8,13,64,8.0,122,0
1,20,2,4,8,4,1,91,91,90,84,69.0,184,1
0,21,1,4,3,4,0,52,94,72,81,94.0,178,1
0,22,1,2,2,6,0,82,94,96,92,61.0,185,1
0,21,0,8,8,5,0,74,91,76,92,34.0,173,1
0,23,1,4,5,1,0,77,65,88,51,36.0,161,2
1,41,1,4,8,2,0,54,5,15,67,66.0,139,2
1,26,1,4,4,3,0,52,28,25,6,83.0,140,2
0,25,2,2,1,2,0,22,16,27,44,19.0,129,0
0,43,1,0,2,3,0,53,30,51,11,24.0,136,0
1,20,1,4,8,2,0,85,67,68,83,67.0,172,1
0,21,0,2,6,1,0,31,27,60,26,45.0,138,2
0,23,1,4,4,2,0,83,90,79,74,74.0,177,1
0,21,2,8,8,6,0,82,89,87,95,65.0,183,1
0,25,1,2,8,3,0,35,27,4,13,62.0,125,0
0,44,1,0,0,6,1,67,77,91,93,35.0,172,1
1,20,1,7,3,1,0,23,20,43,9,60.0,131,0
0,43,1,1,1,3,0,26,39,30,19,8.0,125,0
1,28,1,4,3,1,0,96,70,49,55,68.0,168,1
1,24,1,3,3,3,0,37,33,15,58,14.0,132,0
0,20,1,3,4,4,1,17,60,46,57,91.0,154,2
0,23,2,4,1,3,0,6,18,33,27,72.0,131,0
0,24,1,8,8,4,1,10,29,19,66,11.0,126,0
0,22,0,8,8,3,1,55,75,76,80,93.0,174,1
0,20,1,8,8,4,0,65,68,81,63,17.0,157,2
0,23,2,3,3,5,0,14,69,63,90,14.0,150,2
1,22,0,8,8,4,0,55,32,67,63,52.0,152,2
0,20,1,5,8,3,0,29,49,82,84,70.0,162,1
1,23,1,4,0,3,1,62,73,95,89,48.0,172,1
1,29,1,4,10,2,0,36,32,58,33,12.0,135,0
1,31,1,8,8,2,0,27,16,68,10,1.0,121,0
1,26,1,2,0,1,0,62,50,66,86,70.0,165,1
0,23,1,5,2,4,0,35,22,11,54,70.0,138,0
0,33,1,4,1,3,0,48,41,41,32,20.0,139,2
0,24,2,2,2,2,0,71,60,59,23,39.0,150,2
0,22,2,1,3,3,0,16,30,24,23,1.0,102,0
0,23,1,2,9,2,0,9,79,26,99,93.0,165,1
1,29,1,1,0,2,0,40,80,64,2,28.0,142,2
1,19,1,7,4,2,0,83,93,100,86,50.0,184,1
0,23,1,2,5,1,0,5,3,7,19,13.0,104,0
0,22,1,0,2,3,0,37,8,17,7,50.0,123,0
1,22,2,4,4,2,0,35,21,52,52,22.0,139,2
1,26,2,0,4,3,0,67,87,85,71,88.0,177,1
1,22,0,4,5,3,1,45,5,17,49,64.0,134,0
1,22,2,5,5,3,0,95,85,85,98,99.0,199,1
1,22,1,8,3,5,0,77,53,81,97,34.0,170,1
1,26,1,2,2,1,0,9,40,44,15,65.0,135,0
0,21,1,8,5,2,0,8,41,54,71,1.0,115,0
1,21,2,8,4,3,0,100,88,96,67,18.0,195,1
0,20,0,4,10,1,0,47,28,42,56,40.0,143,2
1,21,1,11,4,4,1,100,97,99,97,70.0,218,1
0,25,1,3,3,3,0,46,54,61,48,26.0,148,2
1,23,2,4,5,3,1,50,77,88,70,66.0,167,1
0,32,1,2,6,2,0,9,22,28,21,98.0,139,0
0,22,1,4,5,2,0,60,99,94,84,11.0,171,1
1,28,1,2,2,2,0,20,2,10,46,24.0,118,0
0,21,1,2,1,2,0,41,17,30,19,44.0,132,0
0,23,1,3,4,3,0,82,58,79,61,89.0,172,1
0,20,0,2,4,2,0,95,93,83,85,100.0,195,1
0,19,2,7,7,2,1,39,80,60,80,78.0,165,1
0,26,1,0,8,3,0,35,49,31,41,64.0,144,2
1,18,1,4,5,1,0,88,86,63,84,78.0,178,1
0,27,1,2,4,2,0,15,18,14,56,45.0,129,0
0,32,1,6,0,4,0,8,19,19,43,2.0,115,0
1,39,1,3,4,4,0,13,45,42,41,76.0,143,2
1,20,2,4,0,3,0,66,84,91,79,78.0,177,1
0,20,1,5,2,1,0,90,100,100,98,69.0,220,1
0,25,1,2,1,3,1,3,3,9,35,21.0,111,0
0,45,1,4,1,1,0,8,5,15,4,1.0,99,0
0,27,1,4,0,2,0,20,21,10,21,3.0,113,0
0,28,1,2,4,2,0,4,16,7,4,1.0,84,0
0,31,1,4,2,2,0,6,3,7,32,10.0,105,0
0,26,1,2,2,2,0,49,6,6,11,10.0,113,0
0,20,1,9,5,3,0,98,94,85,86,33.0,183,1
0,38,1,4,8,4,0,44,53,62,61,83.0,159,2
1,23,1,0,0,2,0,70,41,51,47,38.0,149,2
1,33,1,2,2,3,1,100,87,90,92,86.0,196,1
1,23,1,8,8,1,0,46,68,43,70,49.0,153,2
1,21,1,7,8,6,1,52,38,74,98,95.0,174,1
1,28,2,2,2,1,0,43,18,36,20,54.0,135,0
0,27,1,4,4,2,0,61,62,42,36,31.0,147,2
0,23,1,7,8,5,1,18,42,11,93,32.0,141,2
0,43,1,2,2,3,0,44,68,86,41,32.0,154,2
0,24,1,2,5,1,0,6,11,1,11,32.0,106,0
0,23,1,2,2,2,0,79,98,91,25,83.0,176,1
0,33,2,0,0,2,0,34,15,18,49,28.0,131,0
1,35,1,5,5,3,0,90,98,93,98,78.0,196,1
1,32,1,1,2,1,0,17,13,3,28,3.0,107,0
1,29,1,7,5,2,0,62,59,74,81,12.0,156,2
1,23,1,0,2,3,1,83,89,86,82,15.0,170,1
0,22,0,2,5,1,0,67,47,49,58,57.0,153,2
1,25,2,7,7,3,1,97,89,93,100,42.0,190,1
1,21,0,2,5,1,0,33,57,72,53,23.0,148,2
0,19,1,2,2,2,0,32,74,54,8,31.0,141,2
1,29,1,2,0,2,1,94,67,85,60,1.0,142,2
0,21,1,4,0,3,1,95,97,95,88,73.0,192,1
1,27,1,2,2,1,0,87,13,28,4,55.0,136,2
1,21,1,0,5,1,0,61,44,69,18,1.0,120,2
0,21,2,3,4,4,0,3,25,20,26,3.0,113,0
1,23,2,4,4,3,0,97,81,38,71,69.0,172,1
1,38,1,6,6,3,0,15,1,2,74,25.0,113,0
0,40,1,4,4,3,0,3,15,35,13,1.0,94,0
0,27,2,4,0,2,1,65,24,58,71,80.0,158,2
0,25,2,3,3,5,1,33,30,48,84,71.0,154,2
0,22,1,0,8,3,0,2,27,14,30,54.0,120,0
0,24,1,3,3,4,0,77,92,99,93,19.0,180,1
1,26,0,4,3,2,0,48,11,19,28,56.0,131,0
0,21,0,0,0,2,0,97,45,68,65,14.0,160,2
0,30,1,4,4,3,0,74,58,43,78,49.0,159,2
0,22,1,8,8,6,1,69,86,49,95,91.0,179,1
0,22,1,0,5,1,0,15,32,33,5,43.0,126,0
0,21,1,4,5,3,0,92,31,35,63,82.0,161,2
0,22,1,8,3,4,0,48,66,51,91,36.0,159,2
1,33,1,8,1,3,0,80,39,68,45,64.0,157,2
1,24,1,4,4,3,0,63,99,98,82,70.0,186,1
0,21,1,8,8,2,0,56,67,50,27,66.0,152,2
0,20,1,8,3,2,0,98,100,93,100,99.0,227,1
0,25,1,0,0,3,0,8,13,19,52,1.0,99,0
1,35,1,1,1,1,0,4,5,9,11,40.0,110,0
1,49,1,8,1,4,0,71,63,89,54,85.0,170,1
0,21,1,0,2,1,0,34,56,51,21,60.0,143,2
1,28,1,7,7,4,1,74,92,70,93,52.0,174,1
0,24,1,1,5,3,0,45,10,59,85,71.0,153,2
1,27,2,6,1,2,0,87,35,38,25,46.0,147,2
1,20,1,5,5,2,0,70,90,66,68,99.0,179,1
1,24,1,2,2,2,0,1,23,8,9,55.0,113,0
1,47,1,5,0,2,0,29,47,74,28,56.0,145,2
0,24,2,4,4,3,0,53,57,57,54,42.0,151,2
0,33,2,2,2,1,0,69,13,14,31,2.0,123,0
0,20,2,4,7,3,1,75,95,93,81,26.0,175,1
0,27,1,4,2,2,0,36,32,62,37,64.0,146,2
0,22,1,0,1,2,0,76,66,89,72,58.0,168,1
1,31,1,4,5,2,1,95,88,81,69,82.0,182,1
1,24,1,8,3,4,1,95,60,93,86,57.0,177,1
1,25,1,0,3,2,0,81,44,69,64,25.0,156,2
1,24,1,0,4,3,1,82,62,61,75,19.0,160,2
0,24,1,2,1,3,0,97,91,45,69,1.0,143,2
1,33,1,4,1,3,0,23,31,14,44,93.0,142,2
0,26,1,5,4,2,0,6,16,23,30,26.0,122,0
0,28,2,2,2,2,0,21,6,12,15,4.0,109,0
0,32,2,2,2,2,0,15,31,22,46,80.0,139,0
0,22,1,3,8,3,0,79,95,94,80,78.0,184,1
0,23,1,1,5,3,0,37,6,16,10,2.0,111,0
0,27,1,2,2,2,0,15,43,9,9,58.0,124,0
0,20,2,8,8,3,0,49,21,2,48,56.0,128,0
0,22,1,2,2,1,0,69,60,40,87,55.0,160,1
1,28,1,1,2,1,0,52,28,36,39,22.0,138,2
1,21,1,8,3,4,0,95,88,91,69,86.0,185,1
1,37,1,1,0,3,0,1,3,19,23,57.0,114,0
1,35,2,4,8,3,1,100,90,88,90,98.0,202,1
0,21,2,2,1,2,0,59,72,57,78,53.0,160,1
0,22,1,4,4,2,1,42,90,90,88,79.0,177,1
1,22,0,2,2,2,0,90,71,62,21,14.0,151,2
1,21,2,3,3,6,1,95,75,73,98,57.0,181,1
0,33,2,4,3,4,0,59,62,32,61,21.0,148,2
0,24,0,2,0,2,0,11,35,36,28,35.0,131,0
0,31,1,2,10,2,0,94,47,40,28,37.0,152,2
0,22,1,5,5,3,0,52,43,26,72,26.0,145,2
0,21,1,4,3,2,1,36,84,14,66,76.0,154,2
1,22,1,5,7,3,0,76,92,87,84,15.0,169,1
0,33,1,4,0,2,0,19,15,17,9,87.0,130,0
0,18,2,8,5,4,0,100,17,58,45,90.0,167,2
1,21,1,8,8,3,0,47,40,43,72,8.0,141,2
0,26,1,5,9,1,0,12,1,3,22,5.0,97,0
0,21,0,3,3,5,1,96,95,74,96,90.0,194,1
1,22,1,4,4,3,0,83,72,65,73,61.0,167,1
0,45,1,8,10,2,0,32,77,66,60,90.0,164,1
0,22,1,1,4,3,0,72,71,64,80,56.0,165,1
1,23,2,8,3,4,1,82,82,70,64,21.0,163,1
1,23,1,8,4,6,1,67,89,89,82,34.0,171,1
1,23,2,2,8,1,0,50,16,32,18,1.0,106,0
0,29,1,0,4,2,0,68,96,97,32,78.0,175,1
0,21,0,2,0,2,0,68,78,88,81,78.0,175,1
0,21,1,0,5,3,0,23,25,33,63,18.0,135,0
1,38,1,2,2,3,1,84,79,83,55,46.0,166,1
1,22,1,4,4,1,0,60,76,23,4,72.0,145,2
1,32,0,2,2,3,0,8,7,16,11,24.0,114,0
0,28,2,4,5,2,0,21,39,62,30,72.0,145,2
0,23,0,8,4,2,0,53,49,60,35,14.0,142,2
0,22,1,2,2,1,0,13,59,18,15,23.0,128,0
0,22,1,7,0,1,0,3,1,7,38,5.0,99,0
0,32,1,1,2,1,0,4,19,8,27,30.0,116,0
1,23,1,8,3,3,0,88,95,100,88,92.0,197,1
0,21,1,0,4,2,0,80,81,20,61,92.0,166,1
1,24,1,8,5,4,0,15,31,25,17,77.0,135,0
0,41,1,8,8,4,0,82,93,81,99,91.0,192,1
1,20,1,3,3,1,0,74,84,82,56,11.0,158,2
0,20,1,1,4,3,1,47,55,28,32,26.0,140,2
1,21,1,4,1,2,0,87,97,52,95,38.0,177,1
0,19,1,8,10,4,1,38,60,55,46,53.0,149,2
1,21,1,8,4,5,1,50,84,65,90,17.0,162,1
0,25,2,0,4,2,0,62,58,69,66,61.0,159,2
0,20,1,4,10,2,0,17,26,35,54,49.0,136,0
0,22,1,4,4,2,0,35,52,41,64,61.0,149,2
0,31,0,2,1,1,0,3,29,5,19,40.0,115,0
1,22,1,1,1,1,0,25,2,1,7,28.0,106,0
1,22,2,0,1,2,0,45,32,8,87,23.0,140,2
0,24,0,8,8,5,0,95,93,78,100,88.0,197,1
0,20,2,4,5,2,0,87,38,34,51,9.0,144,2
0,25,1,8,4,3,0,59,30,47,41,50.0,145,2
1,35,1,2,2,1,0,69,21,42,27,66.0,146,2
1,20,1,3,3,3,0,78,59,72,81,1.0,137,2
0,21,2,2,2,2,0,15,35,23,11,89.0,137,0
1,21,1,1,4,2,0,91,78,56,70,100.0,199,1
0,26,1,8,1,3,0,34,56,42,77,41.0,150,2
1,27,2,8,4,2,1,3,15,22,18,30.0,117,0
1,37,1,0,0,2,1,27,23,6,3,91.0,128,0
0,25,1,2,1,2,0,53,55,57,34,51.0,148,2
1,23,2,2,5,1,0,89,88,85,11,23.0,160,2
0,20,2,5,4,3,0,52,68,71,37,66.0,157,2
1,21,1,4,4,2,0,83,91,100,76,23.0,178,1
0,24,2,8,5,0,0,48,69,47,21,52.0,146,2
0,21,2,2,4,2,1,64,41,50,37,40.0,146,2
1,21,1,2,0,3,0,89,83,97,95,98.0,197,1
0,26,1,8,5,1,0,4,46,62,38,72.0,142,2
0,24,2,2,0,1,0,73,76,26,41,79.0,158,2
0,24,1,2,2,1,0,1,7,7,8,28.0,105,0
0,21,1,4,8,2,0,66,86,82,90,72.0,177,1
0,19,1,2,2,3,0,7,41,42,34,94.0,144,2
0,20,0,4,4,2,0,76,60,73,68,76.0,167,1
0,26,1,1,0,3,0,29,5,5,18,30.0,116,0
1,20,2,3,8,2,0,79,88,82,73,48.0,170,1
0,22,1,11,7,2,0,93,93,91,62,41.0,175,1
0,25,1,0,10,3,0,5,37,15,1,40.0,116,0
0,49,1,5,5,3,0,36,33,32,68,57.0,144,2
0,21,0,10,8,2,0,95,71,90,80,99.0,209,1
1,36,1,2,1,2,0,93,71,77,62,96.0,179,1
0,28,2,4,4,4,0,21,30,75,30,62.0,143,2
1,22,1,8,0,3,1,89,80,73,86,61.0,175,1
0,33,1,2,1,3,1,8,59,45,15,1.0,107,0
0,20,1,11,5,2,0,42,93,82,69,31.0,163,1
0,23,2,3,3,3,0,49,64,73,82,92.0,171,1
1,30,1,2,2,1,0,13,37,18,11,18.0,122,0
0,22,1,8,5,3,0,46,48,53,39,25.0,144,2
1,25,1,0,4,3,0,42,39,33,52,82.0,150,2
1,22,1,5,5,3,0,23,21,3,63,10.0,120,0
1,23,1,4,8,3,0,90,80,100,75,100.0,229,1
0,22,2,5,5,3,0,18,27,46,40,89.0,145,2
0,23,1,2,0,1,0,32,32,80,32,8.0,136,2
1,20,1,4,4,3,0,80,93,80,63,82.0,177,1
0,22,1,2,1,2,0,11,14,11,12,60.0,120,0
0,23,1,8,7,2,0,26,41,78,91,31.0,155,2
1,32,1,0,4,2,0,74,72,78,75,88.0,174,1
1,22,0,8,8,2,0,55,70,69,51,42.0,155,2
0,21,1,4,1,2,0,74,14,2,18,36.0,125,0
1,20,1,3,8,2,1,46,11,48,71,10.0,137,2
0,21,1,4,3,3,0,98,89,57,78,89.0,184,1
0,22,1,4,0,4,0,20,11,32,29,9.0,121,0
1,19,1,8,3,3,1,85,57,65,88,39.0,166,1
1,30,2,5,3,2,0,11,19,69,60,44.0,139,2
1,28,1,0,0,4,0,51,87,68,57,70.0,164,1
0,22,2,8,8,6,0,98,79,96,96,92.0,198,1
1,21,0,5,10,3,1,8,21,2,25,8.0,108,0
1,23,2,2,5,3,0,99,96,91,84,65.0,191,1
0,21,1,2,6,1,0,57,45,58,5,22.0,138,2
0,24,2,1,0,2,0,15,21,33,50,30.0,132,0
0,37,1,0,1,2,0,20,47,66,45,64.0,147,2
0,25,1,7,2,1,0,68,25,42,66,12.0,142,2
0,21,0,0,5,3,1,39,84,71,12,23.0,147,2
1,39,1,11,4,2,0,65,74,89,77,3.0,157,1
0,24,1,4,0,2,0,1,4,1,9,40.0,98,0
0,24,1,4,5,2,0,15,44,63,42,72.0,147,2
0,21,1,0,4,2,0,56,23,9,15,77.0,135,0
1,20,0,0,4,3,1,57,82,89,93,81.0,179,1
0,40,1,11,2,3,0,8,24,59,20,1.0,104,0
0,20,2,8,8,3,1,91,88,98,100,92.0,214,1
1,24,2,4,4,1,0,82,88,59,22,86.0,167,2
1,23,1,5,5,1,0,59,84,79,51,98.0,194,1
1,24,2,11,11,3,1,61,47,55,78,59.0,157,2
1,21,2,4,8,3,0,84,87,63,89,94.0,183,1
1,22,2,2,2,4,1,94,67,68,63,43.0,166,1
0,22,1,1,1,2,0,34,41,62,55,88.0,156,2
0,29,1,4,4,2,1,52,72,62,4,87.0,153,2
1,27,1,4,2,2,0,94,33,42,61,79.0,163,2
0,26,1,10,0,3,0,19,43,38,47,47.0,139,2
0,23,0,2,6,1,0,24,70,44,32,1.0,116,0
0,21,1,5,5,3,0,8,51,66,35,21.0,136,2
0,35,1,0,0,1,0,9,2,2,8,1.0,78,0
1,23,1,2,2,2,0,95,99,73,45,38.0,173,1
0,20,1,3,7,2,1,67,81,65,50,57.0,160,2
0,22,2,8,8,4,0,96,97,98,99,80.0,202,1
1,21,1,4,4,2,0,56,12,31,27,31.0,134,0
0,27,1,8,8,4,0,74,94,96,98,98.0,217,1
0,23,1,0,5,2,0,43,35,87,33,21.0,146,2
0,23,1,2,2,2,0,17,13,52,37,75.0,139,2
0,25,1,11,3,3,0,78,70,93,89,21.0,171,1
0,32,1,0,1,1,0,62,72,73,71,70.0,167,1
0,40,1,2,2,2,0,4,15,36,16,4.0,113,0
1,21,1,8,8,3,1,64,39,31,54,38.0,145,2
0,26,1,2,0,2,0,75,70,53,67,90.0,169,1
0,20,2,11,10,4,0,18,80,36,60,47.0,147,2
0,22,1,2,0,2,0,11,23,11,3,65.0,121,0
0,22,1,11,0,2,0,84,67,62,68,8.0,155,2
0,26,2,4,0,2,0,93,80,74,37,54.0,166,1
1,23,2,11,3,3,0,62,68,63,64,38.0,157,2
0,22,2,2,0,2,0,54,71,68,61,19.0,154,2
0,21,1,3,8,6,1,90,77,78,98,94.0,190,1
0,20,0,5,0,3,1,47,29,12,15,57.0,131,0
0,23,1,4,4,2,0,73,50,31,49,69.0,154,2
1,23,1,2,4,2,0,97,86,94,76,73.0,186,1
0,20,2,0,0,1,0,13,6,2,29,15.0,108,0
0,27,1,0,0,3,0,56,58,35,15,61.0,144,2
1,20,1,10,1,2,1,80,70,74,51,79.0,168,1
0,19,2,4,5,3,0,89,72,72,72,53.0,168,1
1,37,1,9,0,2,0,50,42,16,33,14.0,131,0
0,20,2,7,7,3,0,69,60,81,78,71.0,169,1
1,34,1,10,4,3,0,75,49,57,39,44.0,152,2
0,25,1,2,2,3,0,31,15,15,36,73.0,134,0
0,21,1,1,0,2,0,20,11,1,31,16.0,112,0
1,38,1,2,0,1,0,58,66,57,86,69.0,166,1
0,22,1,9,3,4,0,76,60,76,85,24.0,164,1
1,23,2,5,5,2,0,76,32,1,90,31.0,141,2
0,20,0,8,5,4,0,80,54,68,67,84.0,168,1
0,20,2,10,5,3,0,6,11,2,15,25.0,107,0
0,33,1,8,5,4,0,41,64,50,19,12.0,137,2
0,21,2,6,4,2,0,80,73,65,52,84.0,168,1
1,27,0,3,0,2,1,46,85,62,92,59.0,167,1
0,21,1,2,1,1,0,38,48,25,6,83.0,140,2
1,20,1,3,3,4,1,89,83,54,85,84.0,178,1
0,19,1,4,4,1,0,91,99,96,74,87.0,192,1
0,23,1,8,8,1,0,70,83,45,27,38.0,152,2
1,24,2,4,5,3,1,71,35,34,76,40.0,151,2
0,32,0,10,10,3,0,59,30,63,32,34.0,144,2
1,23,1,5,3,2,0,4,24,5,25,36.0,116,0
1,22,1,11,8,6,1,94,97,95,100,88.0,216,1
0,25,1,2,5,2,0,12,30,7,25,86.0,131,0
0,24,1,7,3,2,0,31,61,40,59,88.0,156,2
1,19,1,3,3,3,1,39,69,78,44,18.0,150,2
1,27,1,8,5,3,0,96,44,42,65,18.0,157,2
1,26,1,2,2,1,0,70,79,67,57,94.0,171,1
1,21,2,4,0,4,0,77,75,82,87,75.0,177,1
0,31,1,2,2,2,0,46,11,23,50,71.0,140,2
1,19,0,0,11,2,0,87,99,47,57,15.0,163,1
0,22,2,2,0,2,0,37,54,33,75,43.0,148,2
0,21,1,5,7,3,1,63,95,98,76,73.0,182,1
0,23,1,11,1,1,0,7,27,38,12,58.0,128,0
0,23,1,5,5,2,0,30,4,38,49,65.0,136,0
