MOD_RAZONA_CUANTITATIVO_PNAL,MOD_LECTURA_CRITICA_PNAL,MOD_COMPETEN_CIUDADA_PNAL,MOD_INGLES_PNAL,MOD_COMUNI_ESCRITA_PNAL,PUNT_GLOBAL,id_unico
51,77,55,64,88.0,165,15390
26,63,58,58,53.0,149,81848
47,16,39,41,72.0,144,227241
60,38,67,69,80.0,161,236895
36,17,41,17,40.0,132,147304
37,44,57,26,87.0,151,49201
100,97,76,86,57.0,187,157485
47,20,12,49,76.0,140,6013
56,97,93,23,59.0,165,198999
11,23,31,26,46.0,128,38872
19,86,72,74,59.0,158,73088
92,68,85,95,97.0,190,49618
79,70,81,53,58.0,164,36215
69,76,94,93,1.0,147,27159
15,27,32,9,14.0,121,28081
56,56,86,52,69.0,162,918
22,65,51,93,40.0,155,38487
9,9,14,13,55.0,117,87638
64,71,46,71,28.0,156,211600
54,69,85,89,89.0,176,167463
9,11,3,17,7.0,105,1477
9,36,68,46,1.0,127,68163
83,91,90,85,93.0,188,206210
85,98,96,87,100.0,217,41871
62,78,97,93,19.0,173,162314
73,53,35,28,63.0,149,2777
64,53,28,82,72.0,159,37747
83,57,61,85,20.0,162,120070
82,82,70,100,96.0,190,140116
38,50,37,38,67.0,147,236602
8,28,15,12,24.0,119,77578
11,44,21,75,88.0,148,72582
91,57,84,40,85.0,170,2269
23,17,32,41,27.0,131,230693
36,61,9,32,48.0,135,191281
87,88,98,98,98.0,200,24001
81,48,18,44,39.0,146,92572
27,82,70,26,71.0,154,10926
18,44,34,61,92.0,151,29799
51,42,2,9,1.0,98,199490
81,41,52,62,51.0,155,6258
88,37,70,22,82.0,160,63377
90,54,64,75,68.0,169,19946
51,44,44,34,77.0,150,204401
1,42,29,3,76.0,126,62990
83,46,63,98,55.0,170,14887
6,25,39,68,91.0,145,218813
21,26,7,95,33.0,138,152882
96,78,82,52,24.0,168,137951
72,68,68,66,22.0,158,185065
26,12,16,29,55.0,127,61548
65,58,42,72,30.0,153,45889
92,46,82,82,91.0,178,31551
75,89,74,71,79.0,174,52052
32,87,100,70,80.0,177,129333
90,95,81,79,99.0,191,48427
24,2,13,44,10.0,115,217589
8,12,18,7,52.0,118,172760
10,1,4,12,49.0,103,62188
59,31,37,47,4.0,135,41678
34,39,9,1,29.0,102,185398
14,18,36,51,52.0,134,24868
18,36,8,3,22.0,118,104335
42,75,70,96,66.0,170,45130
6,17,10,11,80.0,123,157956
92,90,94,57,33.0,174,26573
92,74,80,77,50.0,172,188601
45,44,36,50,7.0,136,186813
9,43,7,8,44.0,120,86334
68,61,77,74,75.0,168,140089
47,65,57,37,34.0,148,198996
34,48,73,49,39.0,148,22491
98,99,93,62,70.0,189,213102
79,41,66,29,15.0,146,195170
23,29,11,51,44.0,131,56362
25,4,46,20,9.0,120,208655
66,44,43,40,89.0,156,64384
8,2,14,25,4.0,106,5243
32,23,37,44,66.0,141,222348
95,81,90,83,80.0,185,199198
68,43,46,58,56.0,152,139230
96,100,91,98,28.0,193,3746
97,65,90,75,83.0,182,131484
65,94,84,48,63.0,168,32994
85,92,98,82,64.0,184,189702
38,70,91,86,11.0,158,89631
21,11,16,16,7.0,114,212770
82,85,80,79,94.0,182,5164
74,85,87,96,22.0,174,32037
52,59,62,23,20.0,144,45641
97,94,86,73,70.0,185,146158
88,83,42,37,89.0,168,30894
19,29,36,19,72.0,137,114542
28,25,30,45,20.0,133,54704
66,14,97,31,44.0,151,215939
37,7,23,27,59.0,129,30585
35,72,66,37,58.0,151,240778
14,70,65,9,88.0,148,152924
47,22,13,51,62.0,138,44954
29,6,12,8,51.0,119,10340
94,85,83,100,83.0,207,91583
56,31,11,42,3.0,125,200722
23,24,13,23,46.0,126,180861
69,49,52,41,53.0,151,109978
60,45,25,40,75.0,149,100309
24,71,63,65,42.0,151,211228
74,32,52,2,38.0,138,229983
58,72,46,84,62.0,162,44629
94,66,92,87,93.0,187,4811
89,85,66,97,65.0,181,151099
59,25,61,9,7.0,131,5472
41,46,24,47,28.0,140,241790
22,10,12,20,10.0,115,198144
8,57,34,54,15.0,134,77746
79,30,30,35,74.0,150,136633
8,24,13,43,38.0,125,159199
60,78,51,55,26.0,154,4134
34,9,22,14,34.0,125,40255
27,87,31,20,33.0,141,101439
3,2,2,14,25.0,101,13417
56,8,52,31,47.0,138,222148
61,88,79,41,15.0,155,4315
38,29,64,41,56.0,144,59879
34,41,65,29,56.0,144,160681
74,89,95,79,68.0,179,6017
68,71,73,5,74.0,155,81250
77,42,48,83,80.0,165,66321
96,100,97,92,64.0,196,52473
77,40,11,69,64.0,150,191889
53,93,48,2,15.0,141,3836
63,61,48,10,17.0,141,233017
46,54,70,23,53.0,147,96802
56,60,62,79,85.0,167,58781
16,2,15,27,13.0,111,245268
6,11,3,28,1.0,86,61784
78,85,45,65,18.0,158,65319
56,41,31,87,78.0,159,217526
84,75,67,32,72.0,164,242021
70,51,39,83,64.0,160,243859
32,40,44,64,49.0,145,179807
85,94,100,88,100.0,203,218898
82,50,77,35,84.0,164,127363
18,55,36,12,35.0,133,215080
89,74,67,79,35.0,168,88865
14,47,23,10,83.0,136,198033
72,91,94,80,66.0,179,29010
90,54,90,79,63.0,173,183022
85,83,91,81,85.0,183,82595
100,100,98,95,34.0,199,72630
70,26,13,24,1.0,108,8782
33,25,62,18,49.0,138,99178
50,74,58,46,44.0,152,165355
90,72,59,75,77.0,173,108499
99,100,98,99,88.0,211,112574
18,6,6,17,31.0,114,61059
10,6,16,89,1.0,105,121588
94,64,58,83,50.0,169,48737
56,68,61,97,48.0,166,144671
80,86,58,15,7.0,147,28394
27,39,24,34,29.0,134,83082
85,69,39,43,18.0,152,168200
3,9,5,9,1.0,81,146432
86,53,70,68,78.0,169,115709
26,18,25,25,51.0,130,118547
83,98,90,98,93.0,197,165013
10,3,1,2,1.0,74,151832
31,50,54,96,76.0,163,136345
18,82,70,58,8.0,145,79222
6,25,1,25,6.0,104,173321
77,77,74,95,100.0,205,178056
24,13,16,43,20.0,126,204919
75,94,92,78,100.0,208,69802
77,40,43,81,86.0,165,102034
21,18,29,60,4.0,126,21639
98,84,58,82,30.0,173,192179
67,93,89,71,83.0,178,135873
5,17,10,24,1.0,91,40387
49,58,76,8,18.0,142,64309
79,29,42,79,87.0,163,18361
80,35,45,89,1.0,147,149412
67,76,3,44,57.0,142,99730
55,17,30,38,67.0,142,135770
34,9,28,77,14.0,133,10173
61,50,52,29,78.0,154,73209
58,30,39,32,33.0,140,110167
34,38,21,57,19.0,136,177109
66,88,82,22,1.0,132,155885
50,20,42,61,56.0,144,87716
45,30,42,27,83.0,146,174326
4,28,7,13,37.0,116,145967
41,40,56,61,53.0,148,151642
28,46,49,81,34.0,149,242226
49,68,62,90,70.0,167,163767
77,57,65,87,90.0,174,175376
4,6,1,25,13.0,102,100961
53,17,25,15,74.0,138,167799
70,36,48,41,19.0,145,191808
53,17,15,27,4.0,122,30784
32,73,61,52,20.0,148,27740
66,55,74,86,88.0,172,8499
41,32,46,57,58.0,145,105817
94,89,83,82,78.0,184,98976
85,80,95,60,46.0,171,160274
20,62,62,80,61.0,154,55831
18,53,46,73,3.0,136,37067
41,31,36,54,1.0,115,69013
30,95,90,88,89.0,179,80961
92,68,85,48,26.0,164,233793
28,6,10,20,45.0,120,66061
20,21,37,20,77.0,137,186368
48,14,40,49,7.0,131,101102
42,76,42,68,79.0,160,211341
86,78,96,16,87.0,173,73369
68,69,73,42,77.0,163,240239
44,31,49,53,40.0,144,107547
63,79,87,74,95.0,178,107479
7,21,14,34,53.0,123,237525
63,71,49,50,60.0,156,144590
63,69,51,7,40.0,145,172744
41,74,34,94,22.0,156,130329
43,43,69,37,87.0,155,59817
65,68,79,84,27.0,164,9970
95,88,85,97,53.0,185,37840
31,13,32,4,27.0,124,147963
90,87,90,98,26.0,182,30596
24,34,32,82,49.0,145,149926
3,33,14,13,48.0,120,236654
16,76,60,67,59.0,152,196721
20,5,1,5,7.0,100,185746
81,48,29,21,82.0,152,76170
98,85,94,80,61.0,184,203126
33,62,81,10,19.0,142,18782
31,27,3,20,16.0,118,182212
79,72,56,71,76.0,168,31784
68,64,24,81,93.0,165,221876
93,68,51,70,73.0,170,26444
67,84,83,91,73.0,177,167954
43,21,13,62,20.0,133,201422
69,95,69,37,18.0,159,185570
43,73,97,88,83.0,177,142117
23,45,77,81,34.0,152,125661
90,78,91,69,46.0,172,85095
55,71,33,83,43.0,156,98272
79,27,65,15,1.0,119,64517
37,14,34,42,82.0,143,89460
12,37,42,19,1.0,119,185536
95,72,78,93,80.0,184,80950
60,75,35,73,17.0,152,173911
32,66,20,24,51.0,138,90864
43,43,28,52,53.0,143,150795
73,54,53,76,68.0,163,43083
27,67,87,38,43.0,151,45900
69,72,71,38,16.0,152,80075
75,2,1,1,23.0,91,59869
51,48,33,20,1.0,113,190243
75,72,65,90,36.0,167,32626
29,22,9,33,70.0,132,146206
83,67,68,93,28.0,169,53119
83,100,83,89,92.0,196,37529
88,63,71,56,34.0,161,58817
17,48,82,60,76.0,155,242760
75,74,79,47,69.0,166,180228
64,90,57,83,83.0,174,143880
53,55,20,19,53.0,139,60479
44,90,93,98,94.0,187,22175
90,75,92,97,73.0,187,178267
59,65,60,87,49.0,162,12129
90,80,66,38,80.0,170,161422
89,79,74,93,22.0,173,53551
36,59,49,52,17.0,144,196194
75,44,66,42,13.0,147,189448
79,85,88,72,90.0,180,79927
71,80,58,98,37.0,170,50461
69,76,74,74,56.0,165,52514
50,39,19,9,90.0,142,173695
46,96,91,90,92.0,184,186402
70,28,27,2,82.0,140,48399
27,22,16,19,78.0,134,50715
46,85,60,96,39.0,166,32305
37,14,23,6,8.0,118,78630
68,52,75,58,89.0,166,152573
31,46,31,18,42.0,135,61189
84,90,95,89,14.0,175,38294
28,52,16,52,50.0,138,99358
56,82,83,85,99.0,182,187499
35,16,26,9,1.0,101,521
53,18,35,44,43.0,139,136416
45,87,81,81,91.0,175,220313
86,42,68,97,63.0,172,67430
74,100,97,86,80.0,191,167212
60,76,63,44,84.0,163,97134
30,27,23,70,38.0,139,203460
82,91,79,98,79.0,186,182031
99,100,95,96,95.0,210,174957
1,3,6,11,1.0,93,92875
93,92,87,33,42.0,170,120804
58,52,28,74,83.0,158,29386
55,59,79,80,74.0,167,77128
69,51,65,94,62.0,167,210572
42,25,17,55,79.0,143,194186
64,80,64,73,91.0,172,97065
93,62,78,69,59.0,169,209132
72,67,74,39,95.0,168,12533
62,29,52,27,2.0,133,77389
49,21,2,48,56.0,128,182014
83,45,77,34,36.0,154,202454
69,76,74,85,96.0,179,93174
69,89,64,63,84.0,171,138547
22,87,73,66,65.0,160,183697
23,58,69,33,28.0,143,200377
63,91,87,67,75.0,174,143913
52,51,84,68,16.0,153,244740
37,35,57,8,83.0,145,167479
38,86,44,38,87.0,158,134287
59,71,81,47,60.0,159,105205
79,96,83,56,89.0,179,185794
95,80,94,95,61.0,186,65285
23,88,79,87,74.0,169,190468
1,12,7,1,13.0,97,152615
93,100,92,59,18.0,178,35224
37,5,6,10,27.0,116,78505
73,78,91,3,95.0,166,240038
98,95,95,98,84.0,201,6960
17,19,32,12,1.0,100,27442
95,85,77,60,57.0,172,95737
46,28,51,6,43.0,135,47809
43,24,22,38,3.0,125,98466
78,40,27,43,49.0,146,125507
14,36,55,26,34.0,134,152422
96,87,62,81,12.0,168,26094
3,14,12,5,53.0,113,216246
86,92,96,91,58.0,184,96297
85,63,87,72,53.0,168,153655
8,58,28,19,37.0,130,41966
36,3,51,74,33.0,138,31145
43,27,75,66,72.0,155,20084
42,6,9,21,67.0,128,107613
88,78,29,73,19.0,158,2551
50,40,36,47,69.0,148,162473
66,33,21,46,3.0,132,97236
27,7,12,20,36.0,121,199272
72,16,37,46,1.0,116,213731
1,6,2,2,32.0,98,6106
53,12,31,25,48.0,134,12258
26,21,36,4,58.0,128,66368
72,26,62,48,40.0,149,99650
14,51,79,86,75.0,159,153199
61,47,33,21,27.0,140,160663
78,99,92,99,97.0,200,49218
67,35,71,69,75.0,161,187305
100,89,91,79,6.0,176,194270
58,55,35,10,64.0,144,39036
37,21,45,46,39.0,139,194675
94,94,93,97,94.0,199,92691
91,85,85,79,76.0,181,75481
14,37,16,21,55.0,128,45774
73,43,73,28,19.0,148,113130
59,82,82,93,67.0,175,14054
96,60,84,75,84.0,180,153693
74,60,85,82,29.0,165,26535
83,69,83,5,76.0,161,213301
70,70,62,65,23.0,157,43718
19,13,12,11,80.0,127,222852
61,39,35,2,52.0,136,174815
70,30,39,45,61.0,148,147409
11,25,17,14,97.0,135,241450
46,95,89,44,99.0,196,159305
100,75,86,79,16.0,175,64514
35,71,78,85,83.0,169,124370
54,97,93,86,9.0,168,149161
91,97,93,100,98.0,238,82763
24,9,64,16,8.0,124,244554
15,15,12,13,20.0,117,239568
83,32,17,73,51.0,149,3470
48,62,58,90,42.0,160,188765
25,49,72,12,7.0,132,59710
2,29,46,52,87.0,140,169335
19,19,21,86,45.0,139,29957
36,17,7,13,1.0,111,61742
80,92,94,70,85.0,183,60251
22,55,39,44,26.0,139,41169
83,65,91,85,55.0,173,67984
24,33,41,20,20.0,132,103763
83,82,98,93,100.0,198,9694
89,95,80,91,41.0,179,192388
96,93,94,47,85.0,185,156241
52,39,86,47,21.0,150,210651
27,14,6,71,6.0,121,244247
100,81,92,99,60.0,194,41395
35,73,40,22,73.0,149,142374
61,89,52,96,86.0,178,176490
42,47,22,57,2.0,132,213788
63,32,56,100,41.0,177,76429
18,27,14,51,82.0,138,143113
61,55,19,77,8.0,143,84784
83,94,74,67,85.0,179,222798
82,95,92,59,87.0,182,209188
25,3,2,2,1.0,80,198045
72,30,22,56,76.0,151,75653
50,86,79,76,33.0,164,226553
99,94,93,99,76.0,200,161677
90,83,43,60,59.0,165,28071
21,6,12,41,26.0,121,130798
33,22,18,16,59.0,130,11223
84,86,96,78,97.0,189,43675
5,4,65,56,26.0,128,243192
15,32,53,7,71.0,136,199696
15,17,11,2,56.0,116,172761
10,11,23,61,40.0,129,177426
74,57,30,83,88.0,166,206529
43,5,47,43,24.0,133,114573
66,80,78,82,43.0,167,26360
13,1,20,18,53.0,115,240752
23,63,58,20,18.0,138,158664
43,60,19,62,79.0,151,70488
36,54,44,92,18.0,152,191519
22,37,8,8,18.0,120,206872
23,38,20,49,41.0,135,30108
81,72,90,74,49.0,170,211636
92,100,52,95,100.0,215,178013
64,80,60,66,78.0,166,112552
89,93,99,97,100.0,222,196515
52,67,54,79,13.0,152,155537
23,72,48,24,100.0,158,186343
78,46,60,60,20.0,153,45501
88,55,81,78,15.0,162,59660
3,1,4,2,7.0,90,201250
52,26,35,41,43.0,140,243291
53,41,59,79,31.0,153,224561
45,57,93,88,8.0,157,4032
86,55,77,95,45.0,172,9017
83,35,23,15,15.0,136,220400
52,74,64,48,18.0,151,86804
12,27,37,54,74.0,141,169098
1,38,38,6,32.0,120,237102
98,98,57,91,95.0,194,118432
23,52,48,79,99.0,163,127572
63,68,76,70,90.0,171,105273
44,22,54,21,45.0,138,75205
72,64,39,19,29.0,146,40310
4,4,17,13,20.0,111,197451
73,100,91,52,1.0,150,181553
89,100,98,86,72.0,194,95357
73,33,24,30,39.0,141,234379
61,27,41,46,16.0,140,233913
29,42,27,33,21.0,134,170180
27,19,25,54,13.0,129,158373
72,77,90,34,96.0,173,156634
31,16,20,9,12.0,119,135701
72,60,68,6,44.0,148,39057
9,4,12,8,6.0,104,203014
55,87,42,77,50.0,160,128450
63,39,33,34,34.0,142,230535
95,67,85,89,73.0,182,168686
48,71,72,25,53.0,151,233986
41,62,39,37,80.0,151,23395
61,57,43,14,90.0,153,7610
27,50,16,40,81.0,143,90562
82,73,80,52,28.0,162,120135
100,94,100,95,100.0,230,13891
100,98,100,96,95.0,242,80004
67,65,82,74,11.0,157,27011
53,73,68,98,99.0,183,151479
60,35,59,70,81.0,160,121399
41,89,95,87,89.0,180,66685
65,84,66,49,27.0,157,149551
58,48,44,32,42.0,144,41264
72,80,76,44,83.0,168,75116
47,36,43,88,21.0,150,132252
91,71,85,47,46.0,166,41324
60,62,48,43,23.0,148,128480
34,9,56,46,8.0,130,205350
73,52,67,83,39.0,161,165661
45,26,52,2,16.0,128,67800
39,16,61,60,96.0,155,226905
75,81,80,96,87.0,184,12348
28,23,40,31,7.0,127,70104
89,68,91,81,81.0,180,200772
3,3,8,18,2.0,99,245212
24,22,10,14,72.0,129,126723
35,41,45,50,27.0,142,46179
99,90,81,88,89.0,193,199942
80,92,92,70,93.0,184,53184
79,57,71,67,54.0,162,131756
49,55,22,35,26.0,139,79098
94,95,86,83,99.0,214,211727
51,38,2,36,21.0,127,26698
65,51,35,68,35.0,151,7099
77,65,48,49,61.0,157,155965
14,85,70,25,19.0,143,136721
73,37,79,73,51.0,159,168782
71,45,61,54,36.0,153,81184
69,72,49,14,35.0,148,45310
14,8,10,20,6.0,109,205041
26,5,41,11,46.0,126,33536
77,74,95,31,69.0,168,191398
42,39,34,64,46.0,145,37270
89,55,21,41,51.0,150,117357
97,98,71,94,16.0,182,5597
14,49,34,8,97.0,143,179511
81,77,89,77,96.0,183,68774
9,33,17,2,62.0,121,73384
47,38,50,52,14.0,140,175941
45,19,33,4,34.0,128,94988
83,77,77,25,91.0,169,169859
34,86,43,30,12.0,141,60374
66,87,66,50,84.0,168,204686
94,50,44,17,90.0,161,204595
81,81,58,58,82.0,169,197935
49,20,70,4,1.0,124,26226
82,46,88,87,100.0,201,191909
50,100,92,91,47.0,180,53502
43,64,84,76,31.0,159,225360
44,19,44,44,56.0,141,111441
4,37,18,4,7.0,111,69038
99,99,94,95,27.0,193,227582
65,36,26,37,52.0,142,129112
77,53,59,33,45.0,152,226508
57,60,65,7,18.0,142,223785
88,68,86,42,13.0,157,184137
43,55,42,46,11.0,139,27997
39,73,53,26,35.0,146,47035
3,7,5,78,33.0,120,24579
24,35,16,6,13.0,119,225652
28,48,36,75,56.0,148,153171
19,5,5,4,5.0,103,203527
89,24,84,79,91.0,173,230728
56,51,79,99,60.0,169,193587
94,49,95,78,34.0,171,14518
74,73,68,43,17.0,154,27128
61,10,18,32,34.0,132,104269
4,8,12,30,56.0,118,173033
32,44,56,13,66.0,143,16749
28,39,50,57,34.0,143,102640
81,59,48,58,84.0,164,193483
83,21,30,35,56.0,144,172856
44,47,19,44,17.0,136,178149
9,5,2,5,1.0,79,164716
86,54,38,25,70.0,155,198748
94,96,96,98,80.0,199,125109
95,96,100,57,95.0,194,139608
36,34,27,26,87.0,144,238630
60,89,64,5,74.0,156,65826
9,27,16,52,15.0,124,243624
89,95,87,9,84.0,173,61537
55,50,89,36,25.0,152,192702
53,64,83,56,66.0,162,57027
58,83,90,43,21.0,159,39525
84,58,68,48,15.0,153,19261
17,28,20,87,29.0,139,42120
45,49,65,31,54.0,147,30572
26,24,12,5,56.0,123,238746
95,88,93,67,90.0,187,100548
92,67,57,72,90.0,175,183633
81,92,88,88,97.0,189,35837
82,96,63,62,14.0,163,185818
54,76,79,91,51.0,168,217654
66,59,42,48,81.0,158,166395
61,40,35,49,44.0,146,23053
7,23,14,40,94.0,135,8926
66,97,98,83,100.0,212,192740
27,37,17,12,29.0,127,184083
1,4,4,5,1.0,76,166735
1,20,23,56,44.0,124,161529
84,95,76,92,81.0,186,197698
6,2,6,23,96.0,122,90273
44,37,51,21,39.0,140,91412
67,62,13,1,38.0,114,241915
97,97,98,94,99.0,207,158144
82,92,98,96,96.0,196,183114
70,55,66,93,57.0,166,112580
6,9,20,53,8.0,117,18270
82,89,86,94,59.0,180,91512
55,59,70,82,63.0,163,117751
32,54,59,50,60.0,149,69533
58,72,48,6,69.0,150,190499
43,39,49,45,16.0,140,96813
4,6,35,66,9.0,120,27143
63,37,26,48,13.0,137,98872
19,33,18,28,4.0,120,178184
17,16,15,17,36.0,122,114685
89,66,73,63,96.0,176,3878
68,57,67,80,31.0,160,105711
42,33,48,71,51.0,148,65712
50,27,30,28,74.0,143,92388
95,98,98,93,100.0,225,106677
29,69,90,53,98.0,168,17464
25,64,57,57,23.0,146,186567
89,90,95,89,96.0,194,218467
34,67,51,56,37.0,149,149789
15,49,7,63,36.0,132,231971
53,85,68,13,88.0,160,75580
30,10,3,38,53.0,122,42150
34,65,25,52,95.0,155,160788
64,92,68,71,90.0,175,182582
83,67,93,76,91.0,181,180064
94,36,91,69,14.0,161,5720
48,34,67,35,51.0,146,25342
43,70,46,42,77.0,155,179194
5,1,3,16,45.0,104,189403
37,27,53,54,88.0,152,226247
35,48,38,70,57.0,148,168335
8,4,11,85,28.0,126,106950
16,28,14,16,42.0,124,166492
3,2,2,13,4.0,94,143240
40,22,42,34,39.0,137,63479
82,49,52,28,36.0,150,83467
60,86,81,83,87.0,177,229707
16,35,27,35,60.0,134,160017
28,11,53,63,75.0,145,31099
26,74,91,85,32.0,162,80910
66,44,80,81,1.0,134,41672
37,57,43,49,58.0,147,214788
46,43,45,18,51.0,141,245235
51,65,63,33,18.0,147,78479
6,8,23,2,33.0,113,137291
96,90,85,88,94.0,191,158030
23,12,9,47,54.0,127,24174
10,2,6,8,12.0,102,232022
87,47,85,70,9.0,157,40873
34,5,6,18,1.0,92,147900
40,86,96,93,79.0,180,25202
12,14,21,2,48.0,117,108143
51,30,60,42,25.0,143,191650
68,31,18,6,85.0,141,65513
15,11,17,37,42.0,124,121860
86,98,99,100,86.0,217,89710
98,82,94,63,93.0,188,194135
49,67,33,80,35.0,153,117169
43,96,59,74,50.0,163,207033
50,77,71,45,54.0,156,19111
83,67,14,54,17.0,147,89991
62,74,69,95,54.0,169,71790
84,84,67,94,23.0,172,48628
83,83,71,90,91.0,182,125062
92,84,78,74,77.0,178,60890
38,15,44,53,19.0,137,183983
37,58,29,64,59.0,148,245862
100,86,91,43,55.0,177,127302
65,20,23,100,1.0,158,239114
13,1,4,12,4.0,97,32772
19,33,17,29,90.0,139,195845
45,24,54,58,73.0,151,225559
12,30,23,4,66.0,127,56963
46,45,56,15,59.0,143,32754
74,85,97,78,96.0,186,44232
89,78,39,49,56.0,160,139913
74,55,97,16,82.0,165,127463
66,73,37,4,45.0,143,142020
47,50,95,36,58.0,156,56753
85,88,67,89,45.0,173,9749
73,83,89,72,49.0,169,188036
34,26,13,47,58.0,134,140994
7,8,1,13,7.0,99,4969
81,36,65,41,33.0,151,223953
86,34,50,57,18.0,151,67528
52,30,41,25,1.0,112,147869
30,73,68,13,49.0,145,172729
55,24,45,54,1.0,118,182348
29,48,55,18,89.0,149,244979
16,8,25,22,40.0,123,159607
75,69,92,54,5.0,155,85258
100,68,70,91,28.0,193,96440
18,29,55,25,27.0,133,135078
69,98,85,83,47.0,177,161159
56,25,17,51,16.0,134,127896
21,72,69,46,53.0,149,227628
56,83,95,56,89.0,174,210571
21,10,6,32,7.0,112,190006
21,32,9,13,65.0,128,159586
2,85,76,38,1.0,117,63976
65,21,24,10,22.0,131,34541
83,97,96,86,65.0,187,79621
51,60,50,50,38.0,149,105535
91,100,98,94,100.0,225,215330
72,53,91,76,75.0,171,83262
25,32,36,83,4.0,136,107345
53,41,60,3,20.0,136,109715
16,8,4,20,41.0,115,20844
75,81,66,74,67.0,169,91040
3,24,59,33,46.0,130,234771
46,27,72,22,44.0,142,107108
88,81,80,91,89.0,185,241701
41,16,11,15,15.0,120,92919
31,37,24,18,1.0,106,80861
72,74,36,70,45.0,158,55689
53,79,45,94,41.0,163,25782
92,100,74,79,24.0,178,7727
79,49,43,87,41.0,160,3318
45,12,3,39,2.0,113,70779
75,79,74,57,2.0,153,170081
72,66,63,76,37.0,161,80599
48,24,12,26,15.0,126,235915
78,30,40,39,36.0,146,142998
70,46,34,75,67.0,158,177089
67,55,75,56,68.0,162,205007
57,25,45,55,52.0,146,173088
30,27,29,65,77.0,146,231301
73,21,80,53,69.0,158,65696
30,11,9,2,5.0,108,158491
85,46,59,52,53.0,157,153720
27,42,41,54,56.0,143,170079
65,18,44,83,64.0,154,21744
1,7,23,27,1.0,89,68107
70,80,15,1,41.0,118,69367
16,48,53,11,21.0,132,88561
62,78,94,13,51.0,158,93402
29,66,79,63,63.0,158,224765
95,98,95,97,88.0,201,73065
48,93,81,90,69.0,176,157765
17,25,51,42,29.0,135,173129
61,35,71,75,7.0,148,195556
8,21,29,26,72.0,132,54677
27,23,40,40,15.0,131,168911
85,45,39,46,59.0,153,115911
48,47,29,36,85.0,150,216275
62,87,41,67,78.0,165,214014
98,96,100,67,83.0,196,55445
34,34,25,81,66.0,149,12607
94,34,76,63,38.0,161,108862
70,75,66,71,68.0,167,231419
10,5,30,22,62.0,124,91093
70,50,30,69,21.0,149,109931
15,39,7,17,19.0,120,91216
44,40,40,29,91.0,150,159744
67,91,49,52,49.0,159,175110
85,62,88,91,96.0,185,92255
87,54,46,54,85.0,164,111577
77,81,78,75,96.0,180,165073
7,26,24,29,50.0,127,113419
8,40,56,23,37.0,133,67740
55,71,95,71,88.0,175,49370
14,2,35,31,8.0,114,16627
68,37,26,50,34.0,144,70970
61,62,42,36,31.0,147,150322
84,89,82,87,67.0,180,44142
68,74,63,66,25.0,158,21325
13,17,40,8,40.0,125,206070
18,7,2,83,61.0,128,115863
28,75,36,46,86.0,154,46741
2,6,2,3,37.0,102,148377
39,27,36,59,16.0,137,218474
69,38,69,75,39.0,156,87737
19,50,27,36,70.0,141,185335
48,22,37,47,28.0,139,172459
59,52,86,43,61.0,157,206828
98,98,97,67,51.0,186,53718
37,17,26,12,3.0,119,94734
66,92,97,81,96.0,187,154117
58,72,99,47,81.0,172,91757
52,87,58,37,27.0,152,164178
68,59,74,33,63.0,156,31567
66,65,75,91,54.0,167,235296
6,13,17,1,1.0,83,168504
50,26,59,87,47.0,153,9505
99,99,95,93,55.0,195,37981
8,25,25,15,22.0,122,88646
1,10,4,3,29.0,102,178968
61,98,89,100,78.0,204,77959
5,20,9,27,39.0,118,192757
2,17,5,3,11.0,100,84118
75,79,60,39,81.0,165,125804
44,68,81,67,51.0,159,24087
8,4,5,56,2.0,106,19167
42,65,73,57,26.0,152,184505
89,96,89,47,73.0,178,172858
24,79,87,52,54.0,156,10650
17,7,9,18,2.0,106,72959
4,7,7,21,57.0,113,179560
96,95,93,86,52.0,185,142768
78,48,24,82,23.0,153,156688
94,87,95,77,31.0,178,90356
75,62,40,80,66.0,163,196481
92,34,57,40,35.0,153,97249
12,42,15,5,1.0,96,39584
10,74,71,21,18.0,139,25999
80,76,61,59,27.0,160,149041
86,84,94,84,77.0,183,209714
65,59,73,40,34.0,153,230349
100,94,99,99,80.0,206,193737
6,13,26,11,46.0,120,26814
13,25,7,44,70.0,130,206420
24,9,20,30,66.0,131,215656
18,20,12,63,85.0,139,35903
68,31,31,65,19.0,145,114592
3,7,7,1,35.0,101,95343
37,13,54,23,37.0,134,232087
26,9,7,4,1.0,89,152438
85,22,31,85,56.0,155,233977
19,90,10,98,89.0,163,158008
28,47,52,30,32.0,140,24745
92,97,95,97,86.0,198,192528
82,80,10,24,84.0,154,199805
7,22,23,49,87.0,137,208439
10,26,57,30,44.0,133,68885
14,24,23,55,4.0,123,221119
45,53,52,58,10.0,143,122864
58,39,20,17,45.0,136,28160
100,97,81,97,74.0,198,226498
43,79,64,49,78.0,161,227861
97,77,99,98,93.0,199,122067
84,99,99,83,51.0,186,152069
2,22,12,7,34.0,113,163574
56,68,70,60,30.0,156,18640
56,80,39,76,99.0,173,66958
67,72,92,45,83.0,170,60624
86,77,97,41,22.0,166,131646
59,47,51,42,56.0,149,10970
59,58,70,21,19.0,146,149866
43,45,26,18,31.0,135,197776
52,88,70,49,70.0,164,49210
37,44,61,2,5.0,127,226752
51,51,78,87,36.0,160,115143
82,78,65,83,73.0,174,107984
1,12,6,42,46.0,113,195375
94,76,78,99,79.0,189,230132
